微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IwpG847Rw,#共同战疫##抗击新型肺炎我们在行动# 【江苏继续推迟学生返校】根据中央应对新冠肺炎疫情工作领导小组有关会议精神，结合我省疫情防控实际，经研究，全省各级各类学校（高校、中小学、中职学校、幼儿园、托育机构，下同）继续推迟学生返校。各级各类学校要按照省教育厅有关要求，规范开展线上教育教学活动。严禁培训机构在学生返校前开展线下培训活动。具体返校时间，将视疫情防控情况，经科学评估后确定，提前一周向社会公布。各级教育行政部门和各级各类学校要据此制定实施计划，开展相关工作。 原图 ,,http://wx4.sinaimg.cn/large/b2b28b54gy1gcd2er3alnj20hs07lglw.jpg,无,无,2020-02-29 10:32,iPhone 7,134,4,32
IwpuD27FN,【#湖北以外新增病例5例#，#湖北以外新增病例连续两天个位数#】据国家卫健委数据统计，2月25日0—24时，湖北以外30个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例5例。  原图 ,,http://wx2.sinaimg.cn/large/b2b28b54gy1gcd1laqedcj20rs19jtd9.jpg,无,无,2020-02-29 10:04,iPhone 7,84,0,37
Iwpj9uXya,#共同战疫##抗击新型肺炎我们在行动# 【江苏省新冠肺炎疫情风险等级名单】今天，江苏省卫健委官网公布了江苏省新冠肺炎疫情风险等级名单（截至2020年2月27日24时），详细等级名单戳下图👇👇👇  [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/b2b28b54gy1gcd0rmvrmqj20u03dstpx.jpg,http://ww4.sinaimg.cn/large/b2b28b54gy1gcd0rl7lhyj20u02ecwrv.jpg",无,无,2020-02-29 09:35,iPhone 7,119,14,22
Iwp0uomKR,#最新疫情##关注江苏新型肺炎疫情# 【最 新 通 报】2020年2月28日0-24时，苏州市无新增新型冠状病毒肺炎确诊病例，新增出院病例3例。截至2月28日24时，苏州市累计报告新型冠状病毒肺炎确诊病例87例，其中，在院病例25例，出院病例62例。目前追踪到密切接触者972人，已解除医学观察962人。具体病例分布情况戳长图👇👇👇 原图 ,,http://wx1.sinaimg.cn/large/b2b28b54gy1gcczg1yu8oj20ba5adasy.jpg,无,无,2020-02-29 08:49,iPhone 7,577,6,86
IwoYhxFgp,#最新疫情##关注江苏新型肺炎疫情# 【2月28日江苏无新增新型冠状病毒肺炎确诊病例】据省卫健委2月29日上午发布：2020年2月28日0-24时，江苏省无新增新型冠状病毒肺炎确诊病例。新增出院病例13例。截至2月28日24时，江苏省累计报告新型冠状病毒肺炎确诊病例631例。其中，南京市93例、无锡市55例、徐州市79例、常州市51例、苏州市87例、南通市40例、连云港市48例、淮安市66例、盐城市27例、扬州市23例、镇江市12例、泰州市37例、宿迁市13例。累计确诊病例中，在院病例112例。其中，轻型病例9例；普通型病例100例；重型病例1例（南京市1例）；危重型病例2例（无锡市1例、连云港市1例）。出院病例519例。其中，南京市58例、无锡市48例、徐州市71例、常州市48例、苏州市62例、南通市37例、连云港市35例、淮安市55例、盐城市27例、扬州市19例、镇江市10例、泰州市37例、宿迁市12例。目前，江苏省追踪到密切接触者12633人，已解除医学观察12443人，尚有190人正在接受医学观察。专家提醒：当前疫情形势依然严峻复杂。随着我省响应级别调整，各项限制性措施逐步解除，人群流动将逐渐恢复常态，暴露于传染源的机会大大增加，公众仍须注意加强自我防护。要继续保持防范意识，减少社会交流活动，减少不必要的人群聚集；家庭及办公场所要勤通风；出行时佩戴口罩，尤其是去往人群密集的公共场所时；要勤洗手，注意饮食卫生，养成健康的生活方式。 原图 ,,http://wx4.sinaimg.cn/large/b2b28b54gy1gccz8y5z47j20z70g376v.jpg,无,无,2020-02-29 08:44,iPhone 7,1878,9,329
IwoHwA6N1,#天堂苏州 百园之城# 阴霾终将散去，静待一个灿烂晴空，恋上最美江南园林。  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/bd703347gy1gcc2lqgex0j20u00jz42n.jpg,http://ww4.sinaimg.cn/large/bd703347gy1gcc2lqi4wrj20u00jl79e.jpg,http://ww3.sinaimg.cn/large/bd703347gy1gcc2lqiemfj20rs0ign21.jpg,http://ww3.sinaimg.cn/large/bd703347gy1gcc2lqjjd4j20u00k1tdt.jpg,http://ww4.sinaimg.cn/large/bd703347gy1gcc2lsbjpsj20u01hcu0y.jpg,http://ww4.sinaimg.cn/large/bd703347gy1gcc2lqkqyfj20u00k2wkj.jpg,http://ww1.sinaimg.cn/large/bd703347gy1gcc2lqr0swj20u00k0djp.jpg,http://ww1.sinaimg.cn/large/bd703347gy1gcc2opbi55j20u00k0go8.jpg,http://ww1.sinaimg.cn/large/bd703347gy1gcc2lqsvb1j20u00k0gph.jpg",无,无,2020-02-29 08:03,铀媒,71,12,10
IwouWujuC,【红糖饼】，不发面不揉面，外香里甜非常好吃，喜欢的朋友做起来吧～ 天天美食推荐的微博视频  ,,无,无,无,2020-02-29 07:32,微博视频号,123,186,22
IwohZ2Vkr,#早安，苏州# 苏州的美是静与闹的结合，是繁华与静谧的统一。在山水园林，在街头巷尾，你都能感受的到。（via@白袍慕云 ）  [组图共6张] 原图 ,,"http://ww2.sinaimg.cn/large/bd703347ly1gc9siskl04j20j60csn46.jpg,http://ww1.sinaimg.cn/large/bd703347ly1gc9sisl9jzj20j60csjy7.jpg,http://ww4.sinaimg.cn/large/bd703347ly1gc9sissfvij20j60csq8d.jpg,http://ww3.sinaimg.cn/large/bd703347ly1gc9sissarjj20j60csteb.jpg,http://ww4.sinaimg.cn/large/bd703347ly1gc9sisu0goj20j60cstfc.jpg,http://ww4.sinaimg.cn/large/bd703347ly1gc9sisuhj3j20j60csq9c.jpg",无,无,2020-02-29 07:00,铀媒,70,9,23
Iwlx4nQKq,#晚安，苏州#你的活力能够滋养你自己，就是自信；你的活力还能滋养别人，这就是热情。晚安！  [组图共3张] 原图 ,,"http://ww1.sinaimg.cn/large/94dfe97bgy1gb0k4bfkdkj20jg0ykacd.jpg,http://ww2.sinaimg.cn/large/94dfe97bgy1gb0k4bivb4j20jg0ykweq.jpg,http://ww4.sinaimg.cn/large/94dfe97bgy1gb0k4bg6wmj20jg0ykdjq.jpg",无,无,2020-02-28 23:59,铀媒,37,1,13
Iwlmwwgxm,点赞你将获得下图所有祝福哦🎈  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/ae1c9346gy1gazl0l40tgj20j60yqjry.jpg,http://ww1.sinaimg.cn/large/ae1c9346gy1gazl0l4m26j20j60yqaaj.jpg,http://ww3.sinaimg.cn/large/ae1c9346gy1gazl0l3u6ej20j60yqjrv.jpg,http://ww4.sinaimg.cn/large/ae1c9346gy1gazl0l5r0gj20j60yqgm4.jpg,http://ww3.sinaimg.cn/large/ae1c9346gy1gazl0l4i1yj20j60yqt97.jpg,http://ww4.sinaimg.cn/large/ae1c9346gy1gazl0l6a7tj20j60yq3yz.jpg,http://ww4.sinaimg.cn/large/ae1c9346gy1gazl0l9gp1j20j60yqjrz.jpg,http://ww1.sinaimg.cn/large/ae1c9346gy1gazl0laylhj20j60yqdga.jpg,http://ww4.sinaimg.cn/large/ae1c9346gy1gazl0lbnplj20j60yqdgc.jpg",无,无,2020-02-28 23:33,铀媒,231,14,14
IwkYba9lf,#小鱼夜聊#哪首歌最能代表你现在的心情？  原图 ,,http://wx1.sinaimg.cn/large/005ACc6Rly1gcc61ky6d6j30j60j9dgp.jpg,无,无,2020-02-28 22:33,铀媒,21,2,41
IwkLZeQ95,#全国人民超长假期缩影#如图，是每天在家的你吗  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/005ACc6Rly1gcax5ixztrj30c80c8aah.jpg,http://ww3.sinaimg.cn/large/005ACc6Rly1gcax5l2i10j30c80c8dgp.jpg,http://ww2.sinaimg.cn/large/005ACc6Rly1gcax5m1qjqj30c80c874x.jpg,http://ww2.sinaimg.cn/large/005ACc6Rly1gcax5onbm2j30c80c80td.jpg,http://ww4.sinaimg.cn/large/005ACc6Rly1gcax5q8kgej30c80c8gma.jpg,http://ww1.sinaimg.cn/large/005ACc6Rly1gcax5s9oihj30c80c8q37.jpg,http://ww2.sinaimg.cn/large/005ACc6Rly1gcax5tz10dj30c80c8jrw.jpg,http://ww2.sinaimg.cn/large/005ACc6Rly1gcax5wegttj30c80c8jsk.jpg,http://ww1.sinaimg.cn/large/005ACc6Rly1gcax5x957lj30c80c874w.jpg",无,无,2020-02-28 22:03,铀媒,26,8,8
IwkEGxItW,【又见神级“扫地僧”！#6旬保安给隔离日本业主当翻译#：20年前曾留学日本】2020年2月27日，吉林长春。一日本业主刚从日本回来需要隔离，可语言不通，社区工作人员与他沟通困难，60岁保安白常林站出来帮忙翻译，问题得到解决。白常林称，自己曾在日本留学，最近家里生意清淡，就来当了保安。@一手Video http://t.cn/A67UT0El ,,无,无,无,2020-02-28 21:45,微博视频号,76,6,10
IwkBQsIIb,#复工后中国仓库超燃12小时# 这个视频满满的烟火气，看了很感动。我们熟悉的快递又回来了！新浪科技的微博视频  ,,无,无,无,2020-02-28 21:38,微博视频号,24,3,3
Iwko31ngp,#中国蝗灾防治工作组回应鸭子治蝗灾说法#【转起！官宣！中国蝗灾防治工作组：#牧鸭治蝗不适合巴基斯坦#】中国蝗灾防治工作组：从目前情况来看，在巴基斯坦不适合以鸭子捕食蝗虫的方法。中国自古就有牧鸭治蝗，但效果有限。用鸭子来治理蝗虫是一些中国专家做的探索性课题，暂时没有进入政府援助方案。（总台记者刘畅） 原图 ,,http://wx4.sinaimg.cn/large/9e5389bbly1gcb0vhtpwjj206o06o3yy.jpg,无,无,2020-02-28 21:04,铀媒,12,1,5
IwkfVuuZe,VC带你看：江苏最高楼！@骑水鸟的维生素 @苏州工业园区发布 苏州 骑水鸟的维生素的微博视频  ,,无,无,无,2020-02-28 20:44,微博视频号,66,19,13
IwkbRpmRw,【#农民工就业受疫情影响最直接#】人社部副部长游钧：农民工是我国产业工人的主体，总量去年已达2.9亿人，其中有1.7亿人外出务工，包括7500万的跨省务工。总体看，这次疫情对农民工的影响比较大。如何#推动低风险地区农民工复工#？看↓（总台央视记者杨弘杨 乔全兴 靳丹妮） 央视新闻的微博视频  ,,无,无,无,2020-02-28 20:34,微博视频号,17,1,6
IwjZhCI9A,#中国大陆总人口突破14亿#【国家统计局：2019年末全国大陆总人口140005万人】国家统计局今天发布的公报显示：2019年末全国大陆总人口140005万人，比上年末增加467万人。2019全年出生人口1465万人，出生率为10.48‰；死亡人口998万人，死亡率为7.14‰；自然增长率为3.34‰。（总台央视记者刘颖）  原图 ,,http://wx3.sinaimg.cn/large/9e5389bbly1gcc37xubp7j20m80m8wk8.jpg,无,无,2020-02-28 20:03,铀媒,66,11,37
IwjNUyXiM,【#年度最大满月4月8日出现# 网友：期待疫情结束，我们到时一同赏月】天文专家介绍，3月份天象精彩，“月合毕宿五”“年度第二大满月”“三星会月”“水星西大距”“金星东大距”等天象将轮番上演。#2020年共有四次超级月亮#，分别发生在2月9日、3月10日，4月8日和5月7日，其中，4月8日的这次还是年度“最大满月”。 http://t.cn/A67bFKgU 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gcc38eh06nj21900u0n26.jpg,无,无,2020-02-28 19:35,铀媒,12,2,0
IwjBl3qQy,【@ 全体毕业生 #毕业生最新就业政策#来了！】①硕士研究生招生规模比去年增加18.9万人；②专升本规模同比争取增加32.2万；③更大力度鼓励毕业生参军入伍；④推出“24365全天候网上校园招聘”服务；⑤扩大重点领域的招聘，比如#扩大中小学教师招聘#，更多↓  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/a716fd45ly1gcc3zijoajj20rs18g7ff.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gcc3zijisuj20rs18gn86.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gcc3zilqrqj20rs18gdsd.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gcc3zimv5qj20rs18gwq5.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gcc3zik94ij20rs18gk2v.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gcc3zj85bnj20rs18g14m.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gcc3zj3zyvj20rs18gale.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gcc3zj63e4j20rs18g4ad.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gcc3zjf51cj20rs18gtk4.jpg",无,无,2020-02-28 19:04,铀媒,10,1,1
IwjoKFnlG,【#口罩还要戴多久#？#张文宏预计口罩将再戴1到2个月#】新冠肺炎疫情防控取得了阶段性成效，上海市新冠肺炎临床救治专家组组长张文宏教授建议，大家对疫情还要保持高度警惕性，大规模聚会办不得。张教授说：“这个状态可能还要维持1到2个月。那时候没有新增了，基本上就可以把口罩摘了。” （记者 周文婷 高尔强）http://t.cn/A67ybayf ,,无,无,无,2020-02-28 18:33,微博视频号,15,4,6
IwjcZ6FD6,#共同战疫# #抗击新型肺炎我们在行动#  春风不言语，灯花洽自开。——2020，苏州立交，希望早日恢复往昔。  @苏州工业园区发布 @苏州交警   [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/005ACc6Rly1gcbwev1twvj30c806wt9x.jpg,http://ww2.sinaimg.cn/large/005ACc6Rly1gcbweznruaj30c806wt9z.jpg,http://ww2.sinaimg.cn/large/005ACc6Rly1gcbwf1y364j30c806w3zt.jpg,http://ww4.sinaimg.cn/large/005ACc6Rly1gcbwfi1qqrj30c806wta8.jpg,http://ww4.sinaimg.cn/large/005ACc6Rly1gcbwfkkr5bj30c804m0tr.jpg,http://ww2.sinaimg.cn/large/005ACc6Rly1gcbwfm4m6hj30c806wgms.jpg,http://ww2.sinaimg.cn/large/005ACc6Rly1gcbwfola56j30c806wgmv.jpg,http://ww2.sinaimg.cn/large/005ACc6Rly1gcbwfqtxmhj30c806wgmx.jpg,http://ww3.sinaimg.cn/large/005ACc6Rly1gcbwft5kdvj30c806wjsw.jpg",无,无,2020-02-28 18:04,铀媒,30,3,9
Iwj2rsgNk,苏州市关于实施新冠肺炎疫情防控二级响应措施的通告 二级响应不能松懈！严防疫情输入扩散和反弹风险！  ,,无,无,无,2020-02-28 17:38,微博 weibo.com,75,9,80
Iwj194XC7,#共同战疫# #抗击新型肺炎我们在行动#【#夺取双胜利 我们在行动# | 蹄疾步稳 迈进复工复产的“春天里”】时不我待，随着全国各地 陆续进入“复工进行时”，江苏也在持续发力。江苏企业复工情况全国领先，政企同心、多方努 力，蹄疾步稳推进经济发展，迈入复工复产的春天里。今天，我们聚焦常州、泰州和淮安的复工 情况，一起来看→ http://t.cn/A67GhCAB   @微博江苏 原图 ,,http://wx4.sinaimg.cn/large/b2b28b54gy1gcc8zplh1oj20hs0vkwl5.jpg,无,无,2020-02-28 17:34,360安全浏览器,12,0,10
IwiUHjyQJ,【国际体育仲裁法庭：#孙杨被禁赛8年#】北京时间28日下午，国际体育仲裁法庭（简称：CAS）就国际反兴奋剂机构起诉国际泳联及孙杨一案做出判决：孙杨因为在2018年9月的兴奋剂检测中存在违规行为，被禁赛8年。值得注意的是，这次听证会裁决并不是最终结果，双方可以在15天之内上诉至瑞士联邦法院，进行最终裁决。 [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/007BD2ERgy1gcc8dahkthj31sf0u0atm.jpg,http://ww1.sinaimg.cn/large/007BD2ERgy1gcc8da6f96j30dw08pdgg.jpg",无,无,2020-02-28 17:19,铀媒,41,1,31
IwiT7wbBu,#醉美苏州#【昆山最美春耕图......】“一年之际在于春”，是亘古不变的真理，传递着春播秋收的智慧。驾着新机械，把土地犁得平整。植保无人机、水田植保机，也加入了春耕的队伍，在田间来回穿梭，喷洒农药，绘出一幅幅美丽的春耕图。@昆山发布  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/005ACc6Rly1gcc8e3bhhjj30hs0bu771.jpg,http://ww1.sinaimg.cn/large/005ACc6Rly1gcc8e6bpdqj30hs09zq4k.jpg,http://ww4.sinaimg.cn/large/005ACc6Rly1gcc8e9vgvcj30hs0p246k.jpg,http://ww1.sinaimg.cn/large/005ACc6Rly1gcc8ebpe8cj30hs0bwabb.jpg,http://ww1.sinaimg.cn/large/005ACc6Rly1gcc8ehw2edj30hs09y76r.jpg,http://ww1.sinaimg.cn/large/005ACc6Rly1gcc8equdn4j30hs0c175x.jpg,http://ww2.sinaimg.cn/large/005ACc6Rly1gcc8evhj6lj30hs0aiju9.jpg,http://ww2.sinaimg.cn/large/005ACc6Rly1gcc8eyc6baj30hs0qoq8x.jpg,http://ww2.sinaimg.cn/large/005ACc6Rly1gcc8f0uk87j30hs0bu75k.jpg",无,无,2020-02-28 17:15,铀媒,17,1,0
IwiMu9LSl,#共同战疫# #抗击新型肺炎我们在行动#【凌晨4点，每天准时送出这份爱！】这段时间，在位于相城渭塘的菜篮子生产基地福家农庄，每天凌晨4点都有6辆满载新鲜蔬菜的货车从这里驶出，配送至全市多家商超或企业食堂。而在这其中，有一部分蔬菜会被提前分装好，每份10斤，直供苏州市中医院等5家医院的医护人员。这是为一线医护人员定制的‘1元蔬菜’，医护人员拿到蔬菜后直接扫描袋子上的二维码支付，一份10元。每份蔬菜包里搭配四、五种蔬菜，主要从青菜、白菜、芹菜、萝卜、西红柿、黄瓜、胡萝卜等十几种蔬菜中选择。@今日相城 [组图共3张] 原图 ,,"http://ww3.sinaimg.cn/large/005ACc6Rly1gcc7x4lnswj30j608x401.jpg,http://ww2.sinaimg.cn/large/005ACc6Rly1gcc7xbla23j30j608vgmt.jpg,http://ww1.sinaimg.cn/large/005ACc6Rly1gcc7xg0rylj30j60ecjth.jpg",无,无,2020-02-28 16:58,铀媒,18,3,3
IwiqhrBsz,#共同战疫# #抗击新型肺炎我们在行动# 【申领“健康码”时瞒报信息 两男子被处罚】近日，苏州警方发挥大数据优势，开展“苏城码”申报信息核查。吴某2月17日从河南信阳来江苏苏州，主动报备后居家隔离。而他在申报“苏城码”时，却隐瞒正居家隔离的信息，骗领了绿码，被警方处以200元的罚款。无独有偶，2月16日，孙某某从疫情重点地区返回苏州昆山后，隐瞒疫情重点地区旅居史，同时没有如实填写信息，获取“苏城码”绿码，目前孙某某已被警方依法处以行政拘留。@苏州公安 @苏州交警  http://t.cn/A67bDScw ,,无,无,无,2020-02-28 16:04,微博视频号,22,1,41
Iwii9DYSt,【#教育部回应扩大硕士和专升本招生#：#硕士招生规模比去年增加18.9万人#】教育部副部长翁铁慧：①科学确定分校招生规模方案，精准测算全国现有44万左右研究生导师，1.2万个硕士研究生学位授予点，尤其是近几年新增大概2000多个硕士点。#硕士招生规模向中西部和东北地区高校倾斜#。扩大研究生招生规模，比去年增加18.9万，专升本规模争取增加32.2万人；②研究生计划增量可能会向临床医学、公共卫生、集成电路、人工智能等等专业倾斜，以专业学位培养为主。 http://t.cn/A67bcKAD ,,无,无,无,2020-02-28 15:44,微博视频号,9,3,1
IwidGvhKH,#乐享时光#如果明天学校开学，就问你怕不怕？  原图 ,,http://wx2.sinaimg.cn/large/005ACc6Rly1gcazbqs2chj307c064t8o.jpg,无,无,2020-02-28 15:33,铀媒,33,2,29
Iwi4lAHJ6,#苏州城事#【公示了！苏州即将新增这些学校、医院！】近日，苏州规划公示网发布了独墅湖中学、苏州市吴中人民医院新院区的建设工程规划批前公示，以及苏州大学实验学校高中部的选址公示。根据公示，独墅湖中学（图1-2）位于开发区通达路东侧、东方大道北侧，预计2022年6月竣工。吴中人民医院（图3-4）项目总建筑面积约20.87万平方米，床位规模1000张。苏州大学实验学校高中部位于高铁新城南天成路南、澄云路东，用地面积24761平方米。（来源：苏州规划、规划公示网） [组图共4张] 原图 ,,"http://ww4.sinaimg.cn/large/005ACc6Rly1gcbw6xl30ij30hs0bzgnn.jpg,http://ww2.sinaimg.cn/large/005ACc6Rly1gcbw6mlapjj30fg0abq59.jpg,http://ww1.sinaimg.cn/large/005ACc6Rly1gcbw6nz5ijj30hs0cfq5h.jpg,http://ww3.sinaimg.cn/large/005ACc6Rly1gcbw6pu53gj30hs0l00vu.jpg",无,无,2020-02-28 15:10,铀媒,25,2,17
