微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IwkyABNTz,#徐州生活# 【通知！周日徐州这些小区停水……】为配合徐州市轨道交通1号线韩山站建设，首创水务公司原计划于2月27日晚对淮海西路附近供水管道进行迁改，因下雨存在安全隐患未能施工，延期至3月1日（星期天）晚23点30分停水施工。停水时间为3月1日晚23时30至3月2日凌晨6时。（L9407）停水范围为法院宿舍、小山子村、雁山小区、雁东小区、幸福家园小区及周边区域无水，湖滨小区水压降低。首创水务提醒以上区域用户做好储水准备，提前储存足够的生活用水，避免因缺水影响正常生活。管理好家中的用水设施，在家中无人监管时一定要关闭水龙头、阀门等开关，避免恢复供水后造成跑水，形成财产损失。在恢复正常用水后，管道中的余水尽量排净后再使用，如有水色异常，建议延长放水时间，待水色恢复正常后可以如常使用。如有其他用水需求，可拨打首创水务公司 24小时热线电话：83707666 。 原图 ,,http://wx3.sinaimg.cn/large/d17838b9gy1gcc9gp7t1ij20ci07xdg2.jpg,无,无,2020-02-28 21:30,微博 weibo.com,14,5,0
IwkaeCaMb,#阻击疫情 徐州在行动# 【徐州的“战疫新生”#四胞胎# 今天出院了】经过25天的精心治疗，徐州的战“疫”四胞胎——绽绽、伊伊、欣欣和莘莘（谐音：战疫新生）今天出院了，体重都长到了2公斤左右。其中四宝莘莘2月24日就达到了出院标准，最早回到父母怀抱。今天为了迎接三个姐姐，她也跟着来到了医院。2月16日经过徐报融媒报道后，战“疫”四胞胎登上了热搜，众筹捐款最终达到10万多元，宝宝的医疗费有了着落。周先生夫妻俩说，非常感谢大家的帮助，一定会把四个孩子好好扶养长大，回报社会。  http://t.cn/A67G9I6j ,,无,无,无,2020-02-28 20:30,微博视频号,63,4,6
IwjLT0kPY,#阻击疫情 徐州在行动# 【国家卫健委：出院后复阳患者没有发现再传染现象】今天下午，国家卫健委医政医管局监察专员郭燕红在国务院联防联控机制新闻发布会上介绍，部分省报告治愈出院患者，在复诊过程中发现有核酸检测阳性的情况。通过监测发现，这部分患者没有再发生传染别人的现象，另外有一部分患者再检测新冠病毒核酸时又转为阴性。（L9407）她表示，新冠肺炎病毒是一个新病毒，它的致病机理、疾病的全貌和病程的特点还需要进一步加深认识。所以我们一方面要进一步加强对出院患者的管理，现在我们要求要进行14天的医学观察，同时在实施14天医学观察当中加强跟踪随访、健康监测和健康指导，同时我们组织专家对这种情况进行进一步研究，对疾病的发生、发展、转归的全程进一步加深认识。 原图 ,,http://wx2.sinaimg.cn/large/d17838b9gy1gcc7umw77qj20ka0bd4dh.jpg,无,无,2020-02-28 19:30,微博 weibo.com,9,3,5
Iwj2q1LrO,【@ 全体毕业生 #毕业生最新就业政策#来了！】①硕士研究生招生规模比去年增加18.9万人；②专升本规模同比争取增加32.2万；③更大力度鼓励毕业生参军入伍；④推出“24365全天候网上校园招聘”服务；⑤扩大重点领域的招聘，比如#扩大中小学教师招聘#，更多↓  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/d17838b9ly1gcc5ihgf7bj20j60uomzg.jpg,http://ww4.sinaimg.cn/large/d17838b9ly1gcc5ihgj6cj20j60uo0uy.jpg,http://ww3.sinaimg.cn/large/d17838b9ly1gcc5ihh19pj20j60uojtz.jpg,http://ww4.sinaimg.cn/large/d17838b9ly1gcc5ihh98aj20j60uomzi.jpg,http://ww3.sinaimg.cn/large/d17838b9ly1gcc5ihhd47j20j60uodi6.jpg,http://ww1.sinaimg.cn/large/d17838b9ly1gcc5ihi193j20j60uomzl.jpg,http://ww2.sinaimg.cn/large/d17838b9ly1gcc5ihk30mj20j60uodi4.jpg,http://ww4.sinaimg.cn/large/d17838b9ly1gcc5ihk67hj20j60uo40w.jpg,http://ww3.sinaimg.cn/large/d17838b9ly1gcc5ihl4aaj20j60uodi6.jpg",无,无,2020-02-28 17:38,微博 weibo.com,4,4,0
IwiMbgDK2,#两手抓 两手硬# 【徐州为受困企业和个人解难，市属公积金可延长缴存期限】2月27日，徐州市住房公积金管理中心出台《关于应对新型冠状病毒感染的肺炎疫情精准帮扶受困企业和职工的实施意见》，为受疫情影响的受困企业和缴存职工推出系列暖心精准帮扶政策。该《意见》指出，针对受疫情影响生产经营困难的企业，其在2020年6月30日之前，可向徐州市公积金中心申请缓缴2020年2月至6月的住房公积金。期间，其职工的住房公积金缴存时间连续计算，不影响职工公积金贷款资格。针对因感染新冠肺炎住院治疗或被隔离人员、疫情防控需要被隔离观察人员、参加疫情防控工作人员，以及受疫情影响暂时失去收入来源的人员，其在疫情防控期间未能及时偿还住房公积金贷款的，由本人提供有效证明并经徐州市公积金中心贷款管理部门核实，在2020年6月30日前还清逾期部分的，不作逾期处理，并免收罚息，同时不作为征信逾期记录上传人民银行征信系统。根据该《意见》，住房公积金缴存职工符合住房公积金贷款条件，因受疫情影响造成购房合同超期、商转公业务申请时限超期的，其可延长申请时限至2020年6月30日。对在疫情防控期间超出规定提取时限的公积金提取业务，办理时限延长至2020年6月30日。（编辑L4058） 原图 ,,http://wx3.sinaimg.cn/large/d17838b9gy1gcc6aaw22xj20rd0bnq4f.jpg,无,无,2020-02-28 16:58,微博 weibo.com,3,2,3
IwivWwep9,#阻击疫情 徐州在行动# 【有期徒刑八个月！该！】2月26日上午，徐州鼓楼法院通过“云上法庭”平台远程公开开庭审理一起新冠肺炎疫情防控期间妨害公务案，当庭以妨害公务罪判处被告人赵某华有期徒刑八个月。（编辑L4058）  原图 ,,http://wx2.sinaimg.cn/large/d17838b9gy1gcc61lgc9pj20u03o2h7w.jpg,无,无,2020-02-28 16:18,微博 weibo.com,9,2,5
IwifImVmo,#阻击疫情 徐州在行动# 【说到父亲，这位社区书记哽咽了……】社区作为疫情防控的最后一道防线，在疫情防控中起到关键作用。一批批社区工作者们始终活跃在疫情防控最前线。2月26日，我们走近泉山区王陵街道新光社区党委书记刘雪芹，用镜头，记录一位社区书记的“战疫”日记。（编辑L4058） http://t.cn/A67GGVaK ,,无,无,无,2020-02-28 15:38,微博视频号,12,2,2
Iwi0ibuJq,#阻击疫情 徐州在行动# 【@徐州人 查询医保、就医问诊又有新途径！】2月初，市医保中心与我市部分定点医院、药店开展合作，在定点医院、药店的官方微信公众号上添加“医保业务”模块，参保人员通过这部分医院药店的微信公众号就可以进行医保相关业务的查询和办理。（编辑L4058）  原图 ,,http://wx3.sinaimg.cn/large/d17838b9gy1gcc2x6gjnnj20no0lvacy.jpg,无,无,2020-02-28 15:00,微博 weibo.com,2,2,2
IwhM5BnIX,#夺取双胜利 我们在行动# 【蹄疾步稳 迈进复工复产的“春天里”】当前，新冠肺炎疫情防控工作到了关键阶段，全国各地科学防治、精准施策、分区分级做好防控，打出政策“组合拳”，在确保安全的前提下积极支持和推动各类企业复工复产，力争如期实现全年目标任务。江苏企业复工情况全国领先，政企同心、多方努力，蹄疾步稳推进经济发展，迈入复工复产的春天里。今天，我们聚焦常州、泰州和淮安的复工情况，一起来看！（编辑L4058） 原图 ,,http://wx2.sinaimg.cn/large/d17838b9gy1gcc3i9w3uqj20hccmynpg.jpg,无,无,2020-02-28 14:25,微博 weibo.com,2,1,0
IwhB7oxEI,#阻击疫情 徐州在行动# 【大徐视觉丨两手抓，促春耕】当前，是疫情防控的特殊时期，也是春耕生产的重要时节。徐州统筹防疫与农事，保障农业生产有序“开篇”，确保增收不打折。不失农时，抓好春季农业生产、确保夏熟丰收，打赢新冠肺炎防控阻击战，保障人民群众生产生活特别是重要农产品有效供给，促进农民增收，努力完成全年经济社会发展各项任务。（编辑L4058） [组图共6张] 原图 ,,"http://ww2.sinaimg.cn/large/d17838b9gy1gcc2hqhi4tj20dc07jdhy.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gcc2hqiiibj20dc07ign4.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gcc2hqpzcfj213h0pydyr.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gcc2hqnig4j21gb0nck7d.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gcc2hqr8goj213d0ms14o.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gcc2hqngotj210q0np4bm.jpg",无,无,2020-02-28 13:58,微博 weibo.com,3,4,0
IwhdAdlma,【#农民工就业受疫情影响最直接#】人社部副部长游钧：农民工是我国产业工人的主体，总量去年已达2.9亿人，其中有1.7亿人外出务工，包括7500万的跨省务工。总体看，这次疫情对农民工的影响比较大。（编辑L0458）央视新闻的微博视频  ,,无,无,无,2020-02-28 13:00,微博视频号,5,0,3
IwgmJwBA4,#阻击疫情 徐州在行动# 【疫情通报(38号)】2020年2月27日0-24时，我市无新增新型冠状病毒肺炎确诊病例。全市累计报告新型冠状病毒肺炎确诊病例79例(包含外省市病例1例)，其中，有轻型病例2例，普通型病例77例。目前出院病例71例。已确诊病例中，按照病例管理地区划分，鼓楼区3例，云龙区5例，贾汪区7例，泉山区5例，丰县3例，沛县7例，睢宁县31例，新沂市2例，邳州市15例，外省市病例1例。在岀院病例中，有1例经过14天集中隔离后，核酸复检阳性（无症状），目前已收入定点医院医学观察；排查到密切接触者8人，正在接受集中隔离观察。目前追踪到密切接触者2068人，已解除医学观察2030人，尚有38人正在接受医学观察。专家提醒：当前疫情形势依然严峻复杂。随着我省响应级别调整，各项限制性措施逐步解除，人群流动将逐渐恢复常态，暴露于传染源的机会大大增加，公众仍须注意加强自我防护。要继续保持防范意识，减少社会交流活动，减少不必要的人群聚集；家庭及办公场所要勤通风；出行时尤其是去往人群密集的公共场所时要佩戴口罩；要勤洗手，注意饮食卫生，养成健康的生活方式。单位防护注意事项：复工复产单位要做好健康监测。单位尽量减少集体性活动。食堂要加强餐具、用具消毒，加强室内通风换气，改善室内空气质量。菜品生熟分开，容器保持清洁干燥。职工就餐时提倡错峰就餐，尽量不堂食，排队及就餐时要保持一定的距离。徐州市疾病预防控制中心2020年2月28日（编辑L0458） 原图 ,,http://wx2.sinaimg.cn/large/d17838b9gy1gcbx7cs4fbj20rs0bugtw.jpg,无,无,2020-02-28 10:49,微博 weibo.com,328,12,126
IwgfF2Kmn,#阻击疫情 徐州在行动#【2020上半年#四六级考试报名推迟#】据教育部考试中心，自即日起在全国范围内推迟原定于3月开始的2020年上半年全国大学英语四六级考试、全国大学英语四六级口语考试、全国外语水平考试、书画等级考试网上报名工作，将据疫情防控的进展情况，动态更新并通知报名时间。#全国外语水平考试推迟报名# （编辑L4058） 原图 ,,http://wx4.sinaimg.cn/large/d17838b9ly1gcbwsckrfkj20j60b4wff.jpg,无,无,2020-02-28 10:32,微博 weibo.com,5,8,0
IwfxKlYRQ,#阻击疫情 徐州在行动# 【2月27日江苏无新增新型冠状病毒肺炎确诊病例】2020年2月27日0-24时，江苏省无新增新型冠状病毒肺炎确诊病例。新增出院病例12例。1例危重型病例转为重型病例，2例重型病例转为普通型病例。截至2月27日24时，江苏省累计报告新型冠状病毒肺炎确诊病例631例。其中，南京市93例、无锡市55例、徐州市79例、常州市51例、苏州市87例、南通市40例、连云港市48例、淮安市66例、盐城市27例、扬州市23例、镇江市12例、泰州市37例、宿迁市13例。累计确诊病例中，在院病例125例。其中，轻型病例11例；普通型病例111例；重型病例1例（南京市1例）；危重型病例2例（无锡市1例、连云港市1例）。出院病例506例。其中，南京市58例、无锡市47例、徐州市71例、常州市48例、苏州市59例、南通市37例、连云港市35例、淮安市50例、盐城市25例、扬州市17例、镇江市10例、泰州市37例、宿迁市12例。目前，江苏省追踪到密切接触者12625人，已解除医学观察12321人，尚有304人正在接受医学观察。专家提醒：当前疫情形势依然严峻复杂。随着我省响应级别调整，各项限制性措施逐步解除，人群流动将逐渐恢复常态，暴露于传染源的机会大大增加，公众仍须注意加强自我防护。要继续保持防范意识，减少社会交流活动，减少不必要的人群聚集；家庭及办公场所要勤通风；出行时佩戴口罩，尤其是去往人群密集的公共场所时；要勤洗手，注意饮食卫生，养成健康的生活方式。 http://t.cn/RJyvSCk 显示地图 原图 ,,http://wx2.sinaimg.cn/large/d17838b9ly1gcbtnyov5jj205k05kjrk.jpg,无,http://t.cn/RJyvSCk,2020-02-28 08:44,HUAWEI P30,180,5,96
IwffOFTQv,#阻击疫情 徐州在行动#【徐州市市管领导干部任职前公示】为进一步扩大干部选拔任用工作民主，广泛听取社会各界意见，提高选人用人公信度，根据《党政领导干部选拔任用工作条例》等有关规定，经市委研究决定，对下列同志进行任职前公示。沈鹏，现任徐州市第一人民医院医务处处长，援武汉市第一医院应急医疗队队长。男，1965年10月生，汉族，江苏建湖人，研究生学历，主任医师，2001年9月加入中国共产党，1990年8月参加工作。拟任正处级事业单位副职，试用期一年。公示时间为：2020年2月28日至2020年3月5日。对公示对象有何反映，请于公示期间与徐州市委组织部联系。联系电话：0516—12380、83733302（企事业），联系地址：徐州市云龙区昆仑大道1号市委组织部（邮编：221018）。 原图 ,,http://wx3.sinaimg.cn/large/d17838b9gy1gcbbsyuxkaj20rs0bu46k.jpg,无,无,2020-02-28 08:00,微博 weibo.com,20,3,3
Iwf3Dqpml,#阻击疫情 徐州在行动# 【徐州快递企业全面复工！快递需多轮消毒 戴口罩分拣 “零接触”派件 ，援助武汉急救物资免运费】目前，我市各大快递公司已经全面复工，为了消除因快递量增大带来的疫情传播隐患，快递企业需要每天对快递车辆、工作场所和快件进行多次消毒，并对员工进行体温监测。据了解，邮政、顺丰、苏宁、京东等快递企业疫情期间并未停工，申通、圆通、中通等快递企业在2月18号后相继复工。目前，顺丰速运一天的快递件数大约在15-18万件，与去年同期持平，市区内同城配送占20%，其它占80%。申通快递2月18号复工，目前每天快递件数大约5万件，与去年同期相比增加20%。圆通速递2月20号复工，目前每天派件量6万件左右，外地员工暂未返岗。据徐州市邮政管理局相关负责人介绍，目前徐州快递企业的业务量已逐步恢复正常，自2月20号起每天能够派件八十多万件，基本接近去年同期水平。另外，援助物资方面中国邮政集团在疫情防控期间发布公告，对派往武汉的急需的防控物资要及时、免费寄送。#两手抓 两手硬# （编辑X5598） http://t.cn/A674Hy9V ,,无,无,无,2020-02-28 07:30,微博视频号,24,4,10
