微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IvvCAATOG,【关于有序恢复交通秩序的通告】根据省政府部署要求，为做好我市疫情防控和交通保畅通工作，经研究决定：1.自2020年2月23日12时起，市域高速公路、国省干线公路联防联控检查点人员全部撤离。严禁硬隔离或挖断县乡村公路。2.自2020年2月24日零时起，全面恢复封闭的高速公路出入口和阻断的国省干线公路。3.火车站、汽车站、机场联防联控检查点继续保留，由属地政府履行联防联控主体职责。常州市新型冠状病毒感染的肺炎疫情防控应急指挥部                                                                                              交通管控组                                                                                        2020年2月23日 ,,无,无,无,2020-02-23 11:49,专业版微博,27,12,55
IvvtEycyH,【自24日6点起，我市对市属公园实行有序开放】具体的公园有：红梅公园、青枫公园、荆川公园、人民公园、东坡公园、圩墩遗址公园、紫荆公园、蔷薇园生态湿地公园、横塘河湿地公园、荷园、西林公园、五星公园等。为规范公园管理，严格做好疫情防控，公园将对入园游客实行客流量控制，游客必须遵从公园管理人员和志愿者指挥，并严格做到四大规定要求：入园市民、游客必须自觉佩戴口罩；必须接受体温检测；禁止在园内聚集打牌、唱歌、跳舞、泡茶及其他聚会、聚集等活动；不得举办任何商业活动。同时，公园开放后，园内暂不举办各类文化展览、科普教育、集庆展会等活动，各类游乐项目（场地）暂不营运，各类室内场馆（含经营性场所）和健身设施（场地）暂不开放，具体开放时间另行通知。 ,,无,无,无,2020-02-23 11:27,微博 weibo.com,18,7,7
IvqsGjANg,【关于优化疫情防控措施 有序恢复生产生活秩序的通告】为落实新冠肺炎疫情防控分区分级精准防控要求，统筹推进疫情防控与经济社会发展，现就进一步优化疫情防控措施、有序恢复全市生产生活秩序有关事项通告如下：【关注】关于优化疫情防控措施 有序恢复生产生活秩序的通告  ,,无,无,无,2020-02-22 22:41,微博 weibo.com,11,4,12
IvpFDFGxl,【感人MV：#武汉你好吗#】你好吗？你在哪？最熟悉的两句问候，如今是我们最深切的表达。有温暖、有希望，当寒风遇见暖阳，我们相信好消息、热干面和樱花都会如约而至，一切都会好起来的。  人民日报的微博视频  ,,无,无,无,2020-02-22 20:40,微博视频号,13,3,2
IvoLWC4rA,【香酥小油条你会做吗？】宅在家里觉得无聊？炸油条做法来了，现在是时候到你上场啦，赶快试试吧get√ （不二食记）不二食记的微博视频  ,,无,无,无,2020-02-22 18:23,微博视频号,19,14,5
Ivnx1ByUt,【常州“健康码”上线，快来申领！】2月22日，“我的常州”APP通过整合政法委、公安局、人社局、卫健委、大数据管理局等部门相关数据开发的常州“健康码”正式运行。注册用户可按要求申领个人“健康码”，为人员管理提供检查参考和辅助证明。 via 常州日报 常州“健康码”上线，快来申领！  原图 ,,http://wx2.sinaimg.cn/large/9bf793c7gy1gc5774fo6kj20fq0m875w.jpg,无,无,2020-02-22 15:14,专业版微博,20,6,134
IvlQH1IOL,关于适度恢复市区公共交通线路和班次的通告关于适度恢复市区公共交通线路和班次的通告  ,,无,无,无,2020-02-22 10:57,HUAWEI P20 Pro,8,2,12
IvgBnmjmn,【图解 | 马上复工？面对新型冠状病毒，上班族的一天怎么过？】  原图 ,,http://wx2.sinaimg.cn/large/9bf793c7gy1gc4cmdzzcmj20m836pn6l.jpg,无,无,2020-02-21 21:35,专业版微博,7,1,10
IvdUOtriD,#交通信息#2月22日-24日，常州汽车站将陆续恢复张家港、建湖、东台、大丰、海安、海门、启东、如东、如皋、宿迁等班次，具体班次情况广大旅客可通过“巴士管家”微信小程序查询。  ,,无,无,无,2020-02-21 14:45,搜狗高速浏览器,29,1,22
IvdF4rFkK,【常州新增7例确诊病例出院】2月21日江苏省卫生健康委发布，常州无新增确诊新型冠状病毒肺炎病例。上午10时，常州市第三人民医院又有 7 例确诊病例治愈出院，分别为溧阳市1例、金坛区2例、天宁区 1 例、经开区3例。出院病例一患者女性，现居住于常州市天宁区郑陆镇。1月29日收治于市定点医院隔离治疗。出院病例二患者男性，现居住于常州市经开区横林镇。2月1日收治于市定点医院隔离治疗。出院病例三患者男性，长期居住于深圳市福田区，现暂住于常州市经开区横林镇。2月2日收治于市定点医院隔离治疗。出院病例四患者女性，现居住于经开区横林镇。2月4日收治于市定点医院隔离治疗。出院病例五患者男性，现暂住于溧阳市别桥镇临时住处。2月11日收治于市定点医院隔离治疗。出院病例六患者男性，现居住于常州市金坛区东城街道。2月12日收治于市定点医院隔离治疗。出院病例七患者女性，长期居住于常州市金坛区金城镇。2月11日收治于市定点医院隔离治疗。专家提醒：目前正值新型冠状病毒肺炎疫情防控的关键时期。随着返城复工的开启，广大市民不能掉以轻心、麻痹大意。近期尽量不要外出，更要避免集聚。在外要注意减少与公共部位的接触。出门戴口罩，回家先洗手。若出现发热等症状，应及时到指定医疗机构发热门诊就诊。全程必须佩戴防护口罩，避免乘坐公共交通工具。 原图 ,,http://wx1.sinaimg.cn/large/9bf793c7gy1gc3zn1vi5hj20u01j04na.jpg,无,无,2020-02-21 14:06,搜狗高速浏览器,45,20,13
IvclBB8hs,【常州58个省市重大项目复工开工】作为经济和社会发展的重大引擎，一场确保省市重大项目复工开工的战役正在全市打响。据市发改委、市重大办统计，到昨天我市服务推进的省市重大项目已有58个复工开工。  ,,无,无,无,2020-02-21 10:45,搜狗高速浏览器,30,1,13
Iv6n88yDc,【圩塘轮渡关于调整营运的通告】圩塘汽渡自2020年2月21日上午7时起恢复7座（含）以下小车通行，摩托车（含三轮）、电瓶车、行人暂不开通。渡运时间恢复24小时。  ,,无,无,无,2020-02-20 19:33,搜狗高速浏览器,17,7,21
Iv5QlaIzC,【张黎鸿任江苏省委常委】中共中央批准：张黎鸿同志任中共江苏省委委员、常委。 （交汇点新闻）  ,,无,无,无,2020-02-20 18:12,搜狗高速浏览器,24,2,10
Iv4kKhZbD,【江苏省2020年硕士研究生初试成绩今日公布】江苏省2020年全国硕士研究生招生考试初试成绩于今日下午3∶00向社会公布，考生可通过省教育考试院网站（www.jseea.cn）查询。成绩公布期间咨询电话：025-83235984。  ,,无,无,无,2020-02-20 14:21,搜狗高速浏览器,5,1,0
Iv2YYqy6d,【常州又有2名患者出院】2月20日，根据国家卫生健康委最新发布的《新型冠状病毒肺炎诊疗方案（试行第六版）》，常州市第三人民医院两名新冠肺炎患者达到解除隔离和出院标准，今日治愈出院。专家提醒，仍然要少出门、少聚集！  [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/9bf793c7gy1gc2ogrk8hyj20u01j04p7.jpg,http://ww2.sinaimg.cn/large/9bf793c7gy1gc2ohvdf56j212m0pwter.jpg",无,无,2020-02-20 10:55,搜狗高速浏览器,49,5,15
Iv2TuAmaU,【2月20日起，常州汽车总站班线逐步恢复】经常州市新冠肺炎疫情防控应急指挥部同意，常州汽车客运总站自2020年2月20日起逐步恢复班线。2月20日起，常州汽车总站恢复站务作业，班车逐步开通。为加强疫情管控，总站之外的其他四站（常州东站、武进南站、花园车站、常州北站）暂不启用。首批恢复的班次有：盐城、南通、张家港。后续班次陆续恢复中。旅客可通过“巴士管家”微信公众号查询。 ,,无,无,无,2020-02-20 10:41,搜狗高速浏览器,31,2,23
Iv2ji4yn9,【陈金虎走访我市部分商会企业】2月19日上午，代市长陈金虎走访我市部分商会企业，要求全市各级商会组织充分发挥桥梁纽带作用，团结带领广大会员企业，以有效的疫情防控为恢复生产创造条件，以积极的恢复生产为疫情防控提供保障，咬定全年目标不放松，努力把疫情对经济社会发展的不利影响降到最低。  [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/9bf793c7gy1gc2lj07mwaj20hs0b6jsg.jpg,http://ww3.sinaimg.cn/large/9bf793c7gy1gc2lj08a38j20hs0az75o.jpg",无,无,2020-02-20 09:12,搜狗高速浏览器,9,1,12
IuVAFChYy,【市纪委监委出台8项措施 护航企业复工复产健康发展】为充分发挥纪检监察机关在推进疫情防控、促进企业复工复产中的监督保障执行作用，积极支持全市企业在当前和今后一段时期内努力缩小疫情影响，持续优化全市营商环境，2月18日市纪委监委出台《关于为企业复工复产健康发展提供坚强纪法保障的若干措施》（常纪发〔2020〕5号），明确8项措施。一起来看看具体是哪些↓↓↓ [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/9bf793c7gy1gc1rv1tahbj20tw2jb7wi.jpg,http://ww1.sinaimg.cn/large/9bf793c7gy1gc1rv1zg58j20u01t6u0x.jpg",无,无,2020-02-19 16:06,搜狗高速浏览器,47,0,28
IuVjHlZAV,【为啥穿上防护服后几小时不能吃喝上厕所，看全程演示你就明白了！】#医疗队护士还原隔离区防护#2月18日，江苏援湖北医疗队护士刘静使用训练防护服向荔枝新闻记者展示了他们在开展日常工作时的防护流程。从戴帽子、戴口罩、穿防护服、穿防护靴、戴护目镜，再到脱掉此前穿上的防护装备，整个过程超过半小时，每个细节都不允许存在瑕疵，仅手卫生一项就至少要重复20次。http://t.cn/A6hpESH6 ,,无,无,无,2020-02-19 15:24,微博视频号,14,3,2
IuTvAuElC,【感染科专家：#治愈患者会产生抗体# 传染性低】最近不断有好消息传来，很多新冠肺炎患者陆续治愈出院。那么问题来了：新冠肺炎的致死率高吗？已经治愈出院的病人，会不会二次感染 ？和他们接触会不会有一定的风险？看看专家怎么说↓↓↓JSTV荔枝视频的秒拍视频  ,,无,无,无,2020-02-19 10:48,微博视频号,10,3,8
IuT9v9Nzs,【情况通报】根据江苏省卫生健康委2月19日发布，2020年2月18日0-24时，常州市新增新冠肺炎确诊病例1例，全市累计报告新冠肺炎确诊病例51例。截至目前，常州市确诊新冠肺炎患者治愈出院27人。新增病例情况病例51患者女性，长期居住于常州市金坛区西城街道。目前，该名患者在市定点医院隔离治疗，病情平稳。该患者已追踪到密切接触者17人并实施医学观察。专家提醒：请从湖北等疫情高发地区来常州、或去过以及途经疫情高发地区来常州的所有人员，若还未登记的请尽快主动到社区居（村）委会进行登记，按要求进行体温检测和报告。如果没有症状，建议进行居家医学观察14天，关注身体状况。期间如出现发热、咳嗽、咽痛、胸闷、呼吸困难、乏力、腹泻等可疑症状时，应立即停止居家隔离，拨打120或联系社区人员由专门车辆送至发热门诊就医。提醒广大市民：为避免人群聚集引起的交叉感染，要减少聚集，不聚餐、不聚会，不去人多的地方。                                                        常州市新型冠状病毒感染的肺炎疫情防控应急指挥部                                                                                       2020年2月19日 原图 ,,http://wx1.sinaimg.cn/large/9bf793c7gy1gc1h3hpy7fj20hq0mxdgw.jpg,无,无,2020-02-19 09:53,搜狗高速浏览器,483,6,160
